epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population,is_last,is_repeated
202024,2020-06-10,69,SP,Marília,3529005,city,109,45.30529,16,3,2,0.0275,240590,False,False
202024,2020-06-09,68,SP,Marília,3529005,city,93,38.65497,5,1,0,0.0108,240590,False,False
202024,2020-06-08,67,SP,Marília,3529005,city,88,36.57675,0,1,0,0.0114,240590,False,False
202024,2020-06-07,66,SP,Marília,3529005,city,88,36.57675,0,1,0,0.0114,240590,False,False
202023,2020-06-06,65,SP,Marília,3529005,city,88,36.57675,5,1,0,0.0114,240590,False,False
202023,2020-06-05,64,SP,Marília,3529005,city,83,34.49852,4,1,0,0.012,240590,False,False
202023,2020-06-04,63,SP,Marília,3529005,city,79,32.83594,5,1,0,0.0127,240590,False,False
202023,2020-06-03,62,SP,Marília,3529005,city,74,30.75772,5,1,0,0.0135,240590,False,False
202023,2020-06-02,61,SP,Marília,3529005,city,69,28.6795,7,1,0,0.0145,240590,False,False
202023,2020-06-01,60,SP,Marília,3529005,city,62,25.76998,0,1,0,0.0161,240590,False,False
202023,2020-05-31,59,SP,Marília,3529005,city,62,25.76998,0,1,0,0.0161,240590,False,False
202022,2020-05-30,58,SP,Marília,3529005,city,62,25.76998,13,1,0,0.0161,240590,False,False
202022,2020-05-29,57,SP,Marília,3529005,city,49,20.3666,2,1,0,0.0204,240590,False,False
202022,2020-05-28,56,SP,Marília,3529005,city,47,19.53531,5,1,0,0.0213,240590,False,False
202022,2020-05-27,55,SP,Marília,3529005,city,42,17.45708,0,1,0,0.0238,240590,False,False
202022,2020-05-26,54,SP,Marília,3529005,city,42,17.45708,0,1,0,0.0238,240590,False,False
202022,2020-05-25,53,SP,Marília,3529005,city,42,17.45708,0,1,0,0.0238,240590,False,False
202022,2020-05-24,52,SP,Marília,3529005,city,42,17.45708,0,1,0,0.0238,240590,False,False
202021,2020-05-23,51,SP,Marília,3529005,city,42,17.45708,1,1,0,0.0238,240590,False,False
202021,2020-05-22,50,SP,Marília,3529005,city,41,17.04144,1,1,-1,0.0244,240590,False,False
202021,2020-05-21,49,SP,Marília,3529005,city,40,16.62579,3,2,1,0.05,240590,False,False
202021,2020-05-20,48,SP,Marília,3529005,city,37,15.37886,1,1,0,0.027,240590,False,False
202021,2020-05-19,47,SP,Marília,3529005,city,36,14.96322,3,1,0,0.0278,240590,False,False
202021,2020-05-18,46,SP,Marília,3529005,city,33,13.71628,0,1,0,0.0303,240590,False,False
202021,2020-05-17,45,SP,Marília,3529005,city,33,13.71628,0,1,0,0.0303,240590,False,False
202020,2020-05-16,44,SP,Marília,3529005,city,33,13.71628,2,1,0,0.0303,240590,False,False
202020,2020-05-15,43,SP,Marília,3529005,city,31,12.88499,7,1,0,0.0323,240590,False,False
202020,2020-05-14,42,SP,Marília,3529005,city,24,9.97548,2,1,0,0.0417,240590,False,False
202020,2020-05-13,41,SP,Marília,3529005,city,22,9.14419,1,1,0,0.0455,240590,False,False
202020,2020-05-12,40,SP,Marília,3529005,city,21,8.72854,2,1,0,0.0476,240590,False,False
202020,2020-05-11,39,SP,Marília,3529005,city,19,7.89725,0,1,0,0.0526,240590,False,False
202020,2020-05-10,38,SP,Marília,3529005,city,19,7.89725,0,1,0,0.0526,240590,False,False
202019,2020-05-09,37,SP,Marília,3529005,city,19,7.89725,0,1,0,0.0526,240590,False,False
202019,2020-05-08,36,SP,Marília,3529005,city,19,7.89725,0,1,0,0.0526,240590,False,False
202019,2020-05-07,35,SP,Marília,3529005,city,19,7.89725,1,1,0,0.0526,240590,False,False
202019,2020-05-06,34,SP,Marília,3529005,city,18,7.48161,1,1,0,0.0556,240590,False,False
202019,2020-05-05,33,SP,Marília,3529005,city,17,7.06596,2,1,0,0.0588,240590,False,False
202019,2020-05-04,32,SP,Marília,3529005,city,15,6.23467,0,1,0,0.0667,240590,False,False
202019,2020-05-03,31,SP,Marília,3529005,city,15,6.23467,0,1,0,0.0667,240590,False,False
202018,2020-05-02,30,SP,Marília,3529005,city,15,6.23467,1,1,0,0.0667,240590,False,False
202018,2020-05-01,29,SP,Marília,3529005,city,14,5.81903,2,1,0,0.0714,240590,False,False
202018,2020-04-30,28,SP,Marília,3529005,city,12,4.98774,0,1,0,0.0833,240590,False,False
202018,2020-04-29,27,SP,Marília,3529005,city,12,4.98774,3,1,0,0.0833,240590,False,False
202018,2020-04-28,26,SP,Marília,3529005,city,9,3.7408,0,1,0,0.1111,240590,False,False
202018,2020-04-27,25,SP,Marília,3529005,city,9,3.7408,0,1,0,0.1111,240590,False,False
202018,2020-04-26,24,SP,Marília,3529005,city,9,3.7408,0,1,0,0.1111,240590,False,False
202017,2020-04-25,23,SP,Marília,3529005,city,9,3.7408,1,1,0,0.1111,240590,False,False
202017,2020-04-24,22,SP,Marília,3529005,city,8,3.32516,0,1,0,0.125,240590,False,False
202017,2020-04-23,21,SP,Marília,3529005,city,8,3.32516,0,1,0,0.125,240590,False,False
202017,2020-04-22,20,SP,Marília,3529005,city,8,3.32516,0,1,0,0.125,240590,False,False
202017,2020-04-21,19,SP,Marília,3529005,city,8,3.32516,0,1,0,0.125,240590,False,False
202017,2020-04-20,18,SP,Marília,3529005,city,8,3.32516,0,1,0,0.125,240590,False,False
202017,2020-04-19,17,SP,Marília,3529005,city,8,3.32516,0,1,0,0.125,240590,False,False
202016,2020-04-18,16,SP,Marília,3529005,city,8,3.32516,0,1,0,0.125,240590,False,False
202016,2020-04-17,15,SP,Marília,3529005,city,8,3.32516,0,1,0,0.125,240590,False,False
202016,2020-04-16,14,SP,Marília,3529005,city,8,3.32516,1,1,0,0.125,240590,False,False
202016,2020-04-15,13,SP,Marília,3529005,city,7,2.90951,3,1,1,0.1429,240590,False,False
202016,2020-04-14,12,SP,Marília,3529005,city,4,1.66258,0,0,0,0.0,240590,False,False
202016,2020-04-13,11,SP,Marília,3529005,city,4,1.66258,0,0,0,0.0,240590,False,False
202016,2020-04-12,10,SP,Marília,3529005,city,4,1.66258,0,0,0,0.0,240590,False,False
202015,2020-04-11,9,SP,Marília,3529005,city,4,1.66258,0,0,0,0.0,240590,False,False
202015,2020-04-10,8,SP,Marília,3529005,city,4,1.66258,2,0,0,0.0,240590,False,False
202015,2020-04-09,7,SP,Marília,3529005,city,2,0.83129,0,0,0,0.0,240590,False,False
202015,2020-04-08,6,SP,Marília,3529005,city,2,0.83129,0,0,0,0.0,240590,False,False
202015,2020-04-07,5,SP,Marília,3529005,city,2,0.83129,1,0,0,0.0,240590,False,False
202015,2020-04-06,4,SP,Marília,3529005,city,1,0.41564,0,0,0,0.0,240590,False,False
202015,2020-04-05,3,SP,Marília,3529005,city,1,0.41564,0,0,0,0.0,240590,False,False
202014,2020-04-04,2,SP,Marília,3529005,city,1,0.41564,0,0,0,0.0,240590,False,False
202014,2020-04-03,1,SP,Marília,3529005,city,1,0.41564,1,0,0,0.0,240590,False,False
